question_id,competency_tag,topic,question_text,options_raw,correct_key,difficulty,target_time,hint
Q2_186,Q2-NA-5,Number and Algebra - Real Numbers,The number π (pi) belongs to which subset of real numbers?,"A) Integers, B) Rational Numbers, C) Irrational Numbers, D) Whole Numbers",C,Easy (0),20s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_187,Q2-NA-5,Number and Algebra - Real Numbers,Which set is a subset of the Rational Numbers?,"A) Integers, B) Irrational Numbers, C) Complex Numbers, D) Imaginary Numbers",A,Mod (1),45s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_188,Q2-NA-5,Number and Algebra - Real Numbers,True or False: Every integer is a rational number.,"A) True, because it can be written as n/1, B) False, C) Only positive integers, D) Only negative integers",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_189,Q2-NA-5,Number and Algebra - Real Numbers,True or False: Every real number is either rational or irrational.,"A) True, B) False, C) Only if it is positive, D) Only if it is an integer",A,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_190,Q2-NA-5,Number and Algebra - Real Numbers,Which of the following is a Natural Number?,"A) -2, B) 0, C) 1/2, D) 7",D,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_191,Q2-NA-5,Number and Algebra - Real Numbers,To which subset does √25 belong?,"A) Irrational, B) Natural, Whole, Integer, Rational, C) Only Rational, D) Only Integer",B,Hard (2),90s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_192,Q2-NA-5,Number and Algebra - Real Numbers,To which subset does √11 belong?,"A) Rational, B) Integer, C) Irrational, D) Whole",C,Easy (0),20s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_193,Q2-NA-5,Number and Algebra - Real Numbers,The number -0.3333... (repeating) is a:,"A) Rational Number, B) Irrational Number, C) Integer, D) Whole Number",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_194,Q2-NA-5,Number and Algebra - Real Numbers,The number 0 is an element of all the following EXCEPT:,"A) Real Numbers, B) Rational Numbers, C) Whole Numbers, D) Natural Numbers",D,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_195,Q2-NA-5,Number and Algebra - Real Numbers,"If a decimal terminates (e.g., 0.625), it is a:","A) Rational Number, B) Irrational Number, C) Integer, D) Natural Number",A,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_196,Q2-NA-5,Number and Algebra - Real Numbers,"If a decimal is non-terminating and non-repeating, it is a:","A) Rational Number, B) Irrational Number, C) Integer, D) Whole Number",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_197,Q2-NA-5,Number and Algebra - Real Numbers,The union of the set of Rational numbers and Irrational numbers forms the set of:,"A) Complex Numbers, B) Real Numbers, C) Integers, D) Prime Numbers",B,Mod (1),45s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_198,Q2-NA-5,Number and Algebra - Real Numbers,Which of the following numbers is an integer?,"A) 4.5, B) 8/2, C) 2/3, D) √5",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_199,Q2-NA-5,Number and Algebra - Real Numbers,"In the real number system, the set of Irrational numbers and Rational numbers are:","A) Disjoint sets, B) Equal sets, C) Subsets of each other, D) The same set",A,Hard (2),90s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q2_200,Q2-NA-5,Number and Algebra - Real Numbers,Which of the following is both a rational number and an integer?,"A) -3.5, B) √7, C) -12, D) 1/4",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_201,Q2-NA-1,Number and Algebra - Square Roots,What is the principal square root of 441?,"A) 19, B) 21, C) 29, D) 31",B,Hard (2),90s,Remember that a square has four equal sides and 90° angles.
Q2_202,Q2-NA-1,Number and Algebra - Square Roots,What is the principal square root of 625?,"A) 15, B) 25, C) 35, D) 45",B,Mod (1),45s,Remember that a square has four equal sides and 90° angles.
Q2_203,Q2-NA-1,Number and Algebra - Square Roots,What is the cube root of -27?,"A) -3, B) 3, C) -9, D) 9",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_204,Q2-NA-1,Number and Algebra - Square Roots,What is the cube root of -64?,"A) -4, B) 4, C) -8, D) 8",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_205,Q2-NA-1,Number and Algebra - Square Roots,Between which two consecutive integers does √60 lie?,"A) 6 and 7, B) 7 and 8, C) 8 and 9, D) 30 and 31",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_206,Q2-NA-1,Number and Algebra - Square Roots,Between which two consecutive integers does √130 lie?,"A) 10 and 11, B) 11 and 12, C) 12 and 13, D) 65 and 66",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_207,Q2-NA-1,Number and Algebra - Square Roots,Between which two consecutive integers does the cube root of 60 lie?,"A) 3 and 4, B) 4 and 5, C) 5 and 6, D) 7 and 8",A,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_208,Q2-NA-1,Number and Algebra - Square Roots,Evaluate: √49 + √64,"A) 13, B) 15, C) 17, D) 113",B,Easy (0),20s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q2_209,Q2-NA-1,Number and Algebra - Square Roots,Evaluate: √144 - √25,"A) 7, B) 10, C) 12, D) 119",A,Easy (0),20s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q2_210,Q2-NA-1,Number and Algebra - Square Roots,Evaluate: (√9) × (√16),"A) 12, B) 25, C) 36, D) 144",A,Mod (1),45s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q2_211,Q2-NA-1,Number and Algebra - Square Roots,Evaluate: (√100) / (√4),"A) 2.5, B) 5, C) 10, D) 25",B,Mod (1),45s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q2_212,Q2-NA-1,Number and Algebra - Square Roots,Which of the following is equivalent to 5²?,"A) 10, B) 15, C) 25, D) 50",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_213,Q2-NA-1,Number and Algebra - Square Roots,Which of the following is equivalent to 4³?,"A) 12, B) 16, C) 48, D) 64",D,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_214,Q2-NA-1,Number and Algebra - Square Roots,"If the area of a square is 81 cm², what is the length of one side?","A) 9 cm, B) 18 cm, C) 20.25 cm, D) 40.5 cm",A,Mod (1),45s,Remember that a square has four equal sides and 90° angles.
Q2_215,Q2-NA-1,Number and Algebra - Square Roots,"If the volume of a cube is 125 m³, what is the length of one edge?","A) 5 m, B) 15 m, C) 25 m, D) 31.25 m",A,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_216,Q2-NA-1,Number and Algebra - Square Roots,Which irrational number is closest to 5?,"A) √20, B) √24, C) √26, D) √30",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_217,Q2-NA-1,Number and Algebra - Square Roots,Which irrational number is closest to 9?,"A) √70, B) √80, C) √85, D) √90",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_218,Q2-NA-1,Number and Algebra - Square Roots,The value of π (pi) is approximately:,"A) 3.14, B) 3.41, C) 4.13, D) 4.31",A,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_219,Q2-NA-1,Number and Algebra - Square Roots,Is √1.44 a rational or irrational number?,"A) Rational (it equals 1.2), B) Irrational, C) Integer, D) Natural",A,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_220,Q2-NA-1,Number and Algebra - Square Roots,A square room has a floor area of 100 square meters. What is its perimeter?,"A) 10 m, B) 20 m, C) 40 m, D) 100 m",C,Hard (2),90s,Remember that a square has four equal sides and 90° angles.
Q2_221,Q2-MG-2,Measurement and Geometry - Conversions,Convert 15 kilometers to meters.,"A) 1,500 m, B) 15,000 m, C) 150,000 m, D) 0.015 m",B,Easy (0),20s,Use the appropriate conversion factor to multiply or divide.
Q2_222,Q2-MG-2,Measurement and Geometry - Conversions,"Convert 4,200 millimeters to meters.","A) 0.42 m, B) 4.2 m, C) 42 m, D) 420 m",B,Mod (1),45s,Use the appropriate conversion factor to multiply or divide.
Q2_223,Q2-MG-2,Measurement and Geometry - Conversions,Convert 6.5 centimeters to millimeters.,"A) 0.65 mm, B) 65 mm, C) 650 mm, D) 6,500 mm",B,Easy (0),20s,Use the appropriate conversion factor to multiply or divide.
Q2_224,Q2-MG-2,Measurement and Geometry - Conversions,Convert 750 milligrams to grams.,"A) 0.075 g, B) 0.75 g, C) 7.5 g, D) 75 g",B,Mod (1),45s,Use the appropriate conversion factor to multiply or divide.
Q2_225,Q2-MG-2,Measurement and Geometry - Conversions,Convert 5.4 liters to milliliters.,"A) 54 mL, B) 540 mL, C) 5,400 mL, D) 54,000 mL",C,Mod (1),45s,Use the appropriate conversion factor to multiply or divide.
Q2_226,Q2-MG-2,Measurement and Geometry - Conversions,How many inches are in 5 feet?,"A) 24 in, B) 36 in, C) 60 in, D) 72 in",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_227,Q2-MG-2,Measurement and Geometry - Conversions,How many feet are in 4 yards?,"A) 7 ft, B) 12 ft, C) 16 ft, D) 36 ft",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_228,Q2-MG-2,Measurement and Geometry - Conversions,Convert 5 miles to feet. (1 mile = 5280 ft),"A) 15,840 ft, B) 21,120 ft, C) 26,400 ft, D) 31,680 ft",C,Hard (2),90s,Use the appropriate conversion factor to multiply or divide.
Q2_229,Q2-MG-2,Measurement and Geometry - Conversions,Convert 80 ounces to pounds. (1 lb = 16 oz),"A) 4 lbs, B) 5 lbs, C) 6 lbs, D) 8 lbs",B,Mod (1),45s,Use the appropriate conversion factor to multiply or divide.
Q2_230,Q2-MG-2,Measurement and Geometry - Conversions,Convert 4.5 pounds to ounces.,"A) 64 oz, B) 72 oz, C) 80 oz, D) 96 oz",B,Mod (1),45s,Use the appropriate conversion factor to multiply or divide.
Q2_231,Q2-MG-2,Measurement and Geometry - Conversions,How many pints are in 3 quarts? (1 qt = 2 pt),"A) 1.5 pt, B) 3 pt, C) 6 pt, D) 12 pt",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_232,Q2-MG-2,Measurement and Geometry - Conversions,How many cups are in 1 gallon? (1 gal = 16 cups),"A) 4 cups, B) 8 cups, C) 16 cups, D) 32 cups",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_233,Q2-MG-2,Measurement and Geometry - Conversions,Approximately convert 20 centimeters to inches. (1 in ≈ 2.54 cm),"A) 4.5 in, B) 7.9 in, C) 10.2 in, D) 50.8 in",B,Hard (2),90s,Use the appropriate conversion factor to multiply or divide.
Q2_234,Q2-MG-2,Measurement and Geometry - Conversions,Approximately convert 50 miles to kilometers. (1 mile ≈ 1.61 km),"A) 31 km, B) 65 km, C) 80.5 km, D) 100 km",C,Hard (2),90s,Use the appropriate conversion factor to multiply or divide.
Q2_235,Q2-MG-2,Measurement and Geometry - Conversions,Approximately convert 100 kilometers to miles. (1 mile ≈ 1.61 km),"A) 38.5 mi, B) 62.1 mi, C) 161 mi, D) 200 mi",B,Hard (2),90s,Use the appropriate conversion factor to multiply or divide.
Q2_236,Q2-MG-2,Measurement and Geometry - Conversions,Convert 1 week to hours.,"A) 84 hrs, B) 120 hrs, C) 168 hrs, D) 240 hrs",C,Mod (1),45s,Use the appropriate conversion factor to multiply or divide.
Q2_237,Q2-MG-2,Measurement and Geometry - Conversions,"Convert 10,000 seconds to hours and minutes.","A) 2 hrs 46 mins, B) 3 hrs 20 mins, C) 4 hrs 10 mins, D) 5 hrs 5 mins",A,Hard (2),90s,Use the appropriate conversion factor to multiply or divide.
Q2_238,Q2-MG-2,Measurement and Geometry - Conversions,"A baby weighs 3,500 grams. What is its weight in kilograms?","A) 0.35 kg, B) 3.5 kg, C) 35 kg, D) 350 kg",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_239,Q2-MG-2,Measurement and Geometry - Conversions,A bottle contains 1.25 liters of soda. How many milliliters is this?,"A) 12.5 mL, B) 125 mL, C) 1,250 mL, D) 12,500 mL",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_240,Q2-MG-2,Measurement and Geometry - Conversions,A ruler is 30 centimeters long. Approximately how many inches is this? (1 in ≈ 2.54 cm),"A) 10 in, B) 11.8 in, C) 15 in, D) 76.2 in",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q2_241,Q2-MG-3,Measurement and Geometry - Volume,A cylindrical water tank has a radius of 5 m and a height of 8 m. Volume in terms of π?,"A) 40π m³, B) 100π m³, C) 200π m³, D) 400π m³",C,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_242,Q2-MG-3,Measurement and Geometry - Volume,A soup can has a diameter of 8 cm and a height of 10 cm. Volume in terms of π?,"A) 80π cm³, B) 160π cm³, C) 320π cm³, D) 640π cm³",B,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_243,Q2-MG-3,Measurement and Geometry - Volume,Find the volume of a cylinder with radius 6 in and height 5 in. (Use π ≈ 3.14),"A) 94.2 in³, B) 188.4 in³, C) 565.2 in³, D) 1130.4 in³",C,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_244,Q2-MG-3,Measurement and Geometry - Volume,A cylindrical pipe has a radius of 2 m and a length (height) of 20 m. Volume? (Use π ≈ 3.14),"A) 125.6 m³, B) 251.2 m³, C) 502.4 m³, D) 1004.8 m³",B,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_245,Q2-MG-3,Measurement and Geometry - Volume,"If a cylinder's volume is 300π cm³ and its height is 12 cm, what is the square of its radius (r²)?","A) 5, B) 15, C) 25, D) 50",C,Hard (2),90s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_246,Q2-MG-3,Measurement and Geometry - Volume,"If a cylinder's volume is 300π cm³ and its height is 12 cm, what is its radius?","A) 4 cm, B) 5 cm, C) 10 cm, D) 25 cm",B,Hard (2),90s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_247,Q2-MG-3,Measurement and Geometry - Volume,"If a cylinder's volume is 128π m³ and its radius is 4 m, what is its height?","A) 4 m, B) 8 m, C) 16 m, D) 32 m",B,Hard (2),90s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_248,Q2-MG-3,Measurement and Geometry - Volume,A cylindrical candle has a radius of 3 cm and a height of 15 cm. Volume? (Use π ≈ 3.14),"A) 141.3 cm³, B) 282.6 cm³, C) 423.9 cm³, D) 847.8 cm³",C,Mod (1),45s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
Q2_249,Q2-MG-3,Measurement and Geometry - Volume,A cylinder has a base area of 20 m² and a volume of 140 m³. What is its height?,"A) 5 m, B) 7 m, C) 10 m, D) 14 m",B,Easy (0),20s,"Check the volume formula for this 3D shape (e.g., V = length × width × height for rectangular prisms)."
